	brand	km_driven	fuel	owner	selling_price
2296	Maruti	3000	Petrol	First Owner	577000
2297	Maruti	50000	Petrol	First Owner	229999
2298	Mahindra	50000	Diesel	First Owner	500000
2299	Honda	1500	Petrol	First Owner	840000
2300	Volkswagen	74000	Diesel	First Owner	900000
2301	Honda	25000	Petrol	First Owner	650000
2302	Honda	61915	Diesel	First Owner	650000
2303	Hyundai	110000	Petrol	First Owner	250000
2304	Volkswagen	70000	Diesel	First Owner	550000
2305	Maruti	150000	Diesel	Fourth & Above Owner	250000
2306	Mahindra	110000	Diesel	Second Owner	350000
2307	Chevrolet	90000	Diesel	Second Owner	185000
2308	Ford	120000	Petrol	Third Owner	229999
2309	Toyota	65000	Diesel	First Owner	1000000
2310	Maruti	10000	Petrol	First Owner	490000
2311	Hyundai	80000	Petrol	Second Owner	150000
2312	Maruti	184000	Diesel	First Owner	600000
2313	Maruti	80000	CNG	Second Owner	270000
2314	Maruti	70000	Petrol	Second Owner	60000
2315	Maruti	89000	Petrol	Second Owner	150000
2316	Honda	33033	Petrol	First Owner	335000
2317	Maruti	69000	Diesel	Second Owner	525000
2318	Hyundai	63063	Petrol	First Owner	465000
2319	Tata	90000	Diesel	Second Owner	83000
2320	Hyundai	8000	Petrol	First Owner	300000
2321	Hyundai	35000	Petrol	First Owner	350000
2322	Hyundai	45000	Petrol	First Owner	300000
2323	Fiat	30000	Diesel	First Owner	250000
2324	Maruti	59000	Petrol	Second Owner	114999
2325	Maruti	6200	Petrol	First Owner	700000
2326	Maruti	120000	Petrol	Second Owner	250000
2327	Maruti	70000	Petrol	First Owner	350000
2328	Maruti	70000	Petrol	First Owner	80000
2329	Mahindra	110000	Diesel	First Owner	850000
2330	Hyundai	158000	Petrol	First Owner	70000
2331	Chevrolet	93000	Petrol	Third Owner	90000
2332	Chevrolet	110000	Diesel	First Owner	600000
2333	Maruti	57000	Petrol	First Owner	135000
2334	Hyundai	120000	Petrol	First Owner	150000
2335	Tata	35000	Diesel	First Owner	259000
2336	Tata	90000	Diesel	First Owner	220000
2337	Tata	35000	Diesel	Second Owner	246000
2338	Maruti	120000	Petrol	First Owner	240000
2339	Hyundai	60000	Diesel	First Owner	946000
2340	Tata	70000	Diesel	First Owner	215000
2341	Maruti	60000	Petrol	Fourth & Above Owner	50000
2342	Honda	100000	Diesel	First Owner	310000
2343	Hyundai	35000	Petrol	First Owner	220000
2344	Maruti	90000	Diesel	Third Owner	195000
2345	Hyundai	50000	Petrol	First Owner	650000
2346	Hyundai	98000	Petrol	First Owner	350000
2347	Hyundai	30000	Petrol	First Owner	360000
2348	Hyundai	50000	Petrol	Second Owner	550000
2349	Hyundai	26000	Petrol	First Owner	490000
2350	Maruti	46000	Petrol	Second Owner	195000
2351	Maruti	80000	Petrol	Fourth & Above Owner	125000
2352	Tata	10000	Petrol	First Owner	459999
2353	Maruti	16700	Petrol	First Owner	275000
2354	Maruti	70000	Diesel	First Owner	680000
2355	Maruti	7967	Petrol	First Owner	600000
2356	Maruti	20000	Petrol	First Owner	720000
2357	Maruti	50000	Diesel	First Owner	295000
2358	Renault	9656	Petrol	First Owner	356000
2359	Hyundai	50000	Petrol	First Owner	225000
2360	Ford	17000	Diesel	First Owner	725000
2361	Chevrolet	50000	Petrol	First Owner	130000
2362	Renault	10000	Petrol	First Owner	300000
2363	Hyundai	43000	Petrol	Second Owner	400000
2364	Hyundai	50000	Diesel	First Owner	550000
2365	Maruti	90000	Petrol	Second Owner	120000
2366	Mahindra	100000	Diesel	Second Owner	409999
2367	Hyundai	80000	Petrol	Second Owner	110000
2368	Mahindra	120000	Diesel	First Owner	450000
2369	Maruti	5000	Petrol	First Owner	610000
2370	Ford	68609	Diesel	First Owner	515000
2371	Ford	33360	Diesel	First Owner	925000
2372	Nissan	14317	Petrol	First Owner	860000
2373	Ford	87237	Diesel	Second Owner	225000
2374	Ford	62960	Diesel	First Owner	500000
2375	Maruti	26634	Petrol	First Owner	600000
2376	Ford	163720	Diesel	First Owner	195000
2377	Maruti	67998	Petrol	First Owner	265000
2378	Ford	20706	Diesel	First Owner	650000
2379	Ford	100581	Diesel	First Owner	415000
2380	Renault	67303	Diesel	First Owner	600000
2381	Maruti	79139	Petrol	First Owner	340000
2382	Hyundai	84784	Diesel	First Owner	350000
2383	Maruti	130376	Diesel	Second Owner	265000
2384	Tata	72000	Diesel	First Owner	625000
2385	Hyundai	127000	Diesel	Second Owner	245000
2386	Maruti	120000	Diesel	First Owner	395000
2387	Fiat	120000	Diesel	Second Owner	190000
2388	Hyundai	100000	Diesel	First Owner	490000
2389	Toyota	148000	Diesel	Second Owner	450000
2390	Maruti	40000	Diesel	First Owner	955000
2391	Maruti	110000	Diesel	First Owner	525000
2392	Tata	30000	Petrol	First Owner	550000
2393	Tata	120000	Diesel	Second Owner	200000
2394	Ford	15000	Petrol	First Owner	500000
2395	Maruti	33500	Diesel	First Owner	825000
2396	Mahindra	70000	Diesel	First Owner	250000
2397	Toyota	10000	Petrol	First Owner	600000
2398	Mahindra	22053	Diesel	First Owner	1325000
2399	Mahindra	50000	Diesel	First Owner	770000
2400	Chevrolet	78432	Diesel	First Owner	415000
2401	Hyundai	125000	Diesel	Second Owner	825000
2402	Ford	80000	Diesel	First Owner	530000
2403	Toyota	270000	Diesel	Third Owner	425000
2404	Honda	50000	Petrol	Second Owner	310000
2405	Tata	20000	Petrol	First Owner	390000
2406	Hyundai	30000	Petrol	First Owner	700000
2407	Hyundai	70000	Petrol	Second Owner	200000
2408	Toyota	7200	Diesel	First Owner	1050000
2409	Honda	97000	Diesel	First Owner	580000
2410	Hyundai	60000	Petrol	Second Owner	200000
2411	Chevrolet	25000	Petrol	First Owner	245000
2412	Hyundai	94000	Petrol	Second Owner	210000
2413	Maruti	90000	Petrol	Second Owner	50000
2414	Chevrolet	50000	Diesel	Second Owner	700000
2415	Tata	35000	Diesel	First Owner	660000
2416	Honda	117500	Petrol	Second Owner	630000
2417	Mahindra	78500	Diesel	First Owner	950000
2418	Hyundai	8000	Petrol	First Owner	740000
2419	Ford	25000	Petrol	First Owner	570000
2420	Hyundai	60000	Diesel	Third Owner	450000
2421	Datsun	10000	Petrol	First Owner	390000
2422	Ford	70000	Petrol	Second Owner	180000
2423	Tata	60000	Petrol	First Owner	130000
2424	Honda	70000	Petrol	Second Owner	270000
2425	Maruti	25000	Petrol	Third Owner	60000
2426	Hyundai	90000	Petrol	Third Owner	170000
2427	Hyundai	90000	Diesel	First Owner	978999
2428	Tata	25000	Petrol	First Owner	490000
2429	Ford	60000	Diesel	Second Owner	280000
2430	Tata	25000	Petrol	First Owner	390000
2431	Maruti	60000	Petrol	Fourth & Above Owner	170000
2432	Chevrolet	70000	Petrol	First Owner	45000
2433	Maruti	80000	Diesel	Second Owner	640000
2434	Mahindra	110000	Diesel	Second Owner	650000
2435	Mahindra	115717	Diesel	First Owner	500000
2436	Ford	110000	Diesel	Second Owner	90000
2437	Tata	70000	Diesel	Second Owner	480000
2438	Maruti	4000	Petrol	First Owner	630000
2439	Hyundai	50000	Petrol	First Owner	250000
2440	Hyundai	70000	Petrol	Fourth & Above Owner	330000
2441	Hyundai	70000	Petrol	Second Owner	180000
2442	Hyundai	50000	Petrol	Second Owner	210000
2443	Maruti	55000	Diesel	First Owner	550000
2444	Tata	5000	Petrol	First Owner	950000
2445	Mahindra	100000	Diesel	Second Owner	430000
2446	Hyundai	23000	Petrol	Second Owner	348000
2447	Maruti	60000	Petrol	Second Owner	196000
2448	Maruti	70000	Petrol	Second Owner	150000
2449	Hyundai	82000	Petrol	Fourth & Above Owner	90000
2450	Maruti	60000	Petrol	Second Owner	150000
2451	Tata	100000	Diesel	First Owner	1250000
2452	Maruti	90000	Diesel	Third Owner	600000
2453	Tata	26432	Petrol	First Owner	65000
2454	Maruti	46702	Petrol	First Owner	220000
2455	Maruti	46706	Petrol	First Owner	220000
2456	Tata	53523	Petrol	First Owner	110000
2457	Chevrolet	56365	Diesel	First Owner	175000
2458	Chevrolet	49563	Petrol	First Owner	160000
2459	Maruti	56432	Petrol	First Owner	65000
2460	Maruti	52365	Petrol	Second Owner	60000
2461	Maruti	53512	Petrol	Second Owner	120000
2462	Hyundai	53563	Petrol	Second Owner	110000
2463	Mahindra	40000	Diesel	First Owner	1000000
2464	Maruti	46533	Petrol	First Owner	220000
2465	Maruti	59635	Petrol	Second Owner	105000
2466	Maruti	58632	Petrol	Second Owner	114999
2467	Maruti	58632	LPG	Second Owner	110000
2468	Mahindra	80000	Diesel	Second Owner	850000
2469	Maruti	70000	Diesel	First Owner	750000
2470	Renault	90000	Petrol	First Owner	265000
2471	Ford	110000	Petrol	Second Owner	450000
2472	Mahindra	90000	Diesel	First Owner	225000
2473	Mahindra	70000	Diesel	First Owner	1125000
2474	Maruti	80000	Petrol	First Owner	270000
2475	Maruti	78000	Petrol	First Owner	130000
2476	Mahindra	45000	Diesel	First Owner	660000
2477	Maruti	50000	Petrol	Second Owner	240000
2478	Maruti	58000	Petrol	First Owner	275000
2479	Toyota	120000	Diesel	First Owner	750000
2480	Chevrolet	30000	Petrol	Second Owner	65000
2481	Tata	162000	Diesel	First Owner	850000
2482	Maruti	50000	CNG	Second Owner	300000
2483	Hyundai	25000	Petrol	Second Owner	555000
2484	Mahindra	60000	Diesel	First Owner	825000
2485	Hyundai	70000	LPG	Third Owner	150000
2486	Maruti	138000	Diesel	Second Owner	185000
2487	Hyundai	70000	Petrol	Second Owner	180000
2488	Maruti	48000	Petrol	Second Owner	160000
2489	Ford	110000	Diesel	First Owner	500000
2490	Maruti	88000	Diesel	Second Owner	375000
2491	Toyota	68000	Diesel	First Owner	900000
2492	Hyundai	70000	Petrol	First Owner	459999
2493	Renault	80000	Diesel	First Owner	480000
2494	Maruti	100000	Diesel	Third Owner	320000
2495	Maruti	96000	Diesel	Second Owner	370000
2496	Hyundai	123219	Petrol	Third Owner	80000
2497	Maruti	30000	Petrol	Third Owner	75000
2498	Maruti	60000	Diesel	Third Owner	400000
2499	Honda	90000	Petrol	Second Owner	250000
2500	Maruti	65000	Diesel	First Owner	425000
2501	Maruti	48000	Petrol	First Owner	325000
2502	Hyundai	65300	Petrol	Second Owner	350000
2503	Hyundai	40000	Petrol	First Owner	600000
2504	Chevrolet	60000	Diesel	Second Owner	120000
2505	Maruti	70000	Petrol	Second Owner	200000
2506	Maruti	70000	Petrol	Third Owner	100000
2507	Hyundai	70000	Diesel	Second Owner	350000
2508	Maruti	150000	Petrol	Second Owner	85000
2509	Maruti	10000	Petrol	First Owner	399000
2510	Hyundai	56000	Diesel	First Owner	580000
2511	Datsun	30000	Petrol	First Owner	290000
2512	Hyundai	50000	Petrol	Second Owner	380000
2513	Ford	120000	Diesel	First Owner	200000
2514	Maruti	40000	CNG	First Owner	390000
2515	Hyundai	27500	Petrol	First Owner	500000
2516	Maruti	73000	Diesel	First Owner	520000
2517	Maruti	75000	Diesel	First Owner	650000
2518	Renault	5000	Petrol	First Owner	380000
2519	Maruti	50000	LPG	First Owner	275000
2520	Maruti	70000	Diesel	First Owner	520000
2521	Maruti	60000	Diesel	First Owner	610000
2522	Maruti	110000	Petrol	First Owner	85000
2523	Renault	95000	Diesel	First Owner	490000
2524	Hyundai	34000	Petrol	Second Owner	229999
2525	Hyundai	25000	Petrol	First Owner	411000
2526	Maruti	120000	CNG	Second Owner	362000
2527	Toyota	31000	Diesel	First Owner	550000
2528	Maruti	70000	CNG	First Owner	459999
2529	Maruti	47000	Petrol	First Owner	190000
2530	Hyundai	5000	Petrol	First Owner	499000
2531	Maruti	44000	Petrol	First Owner	358000
2532	Toyota	120000	Diesel	Second Owner	278000
2533	Fiat	39395	Diesel	First Owner	320000
2534	Renault	67000	Diesel	Second Owner	580000
2535	Honda	20000	Petrol	First Owner	1300000
2536	Honda	40000	Diesel	First Owner	825000
2537	Toyota	120000	Petrol	Second Owner	170000
2538	Toyota	80000	Diesel	Second Owner	1700000
2539	Hyundai	7000	Petrol	First Owner	490000
2540	Mahindra	15000	Diesel	First Owner	1050000
2541	Chevrolet	50000	Petrol	First Owner	210000
2542	Mahindra	30000	Diesel	First Owner	1250000
2543	Maruti	120000	Diesel	Second Owner	320000
2544	Chevrolet	64000	Diesel	First Owner	400000
2545	Maruti	120000	Diesel	First Owner	320000
2546	Toyota	85000	Diesel	First Owner	600000
2547	Maruti	50000	Petrol	First Owner	275000
2548	Maruti	59000	Petrol	Second Owner	170000
2549	Chevrolet	98000	Diesel	First Owner	155000
2550	Tata	70000	Diesel	First Owner	240000
2551	Tata	70000	Diesel	First Owner	240000
2552	Maruti	120000	Diesel	Second Owner	320000
2553	Renault	140000	Diesel	Second Owner	620000
2554	Hyundai	50000	Petrol	First Owner	530000
2555	Toyota	40000	Diesel	First Owner	550000
2556	Honda	90000	Diesel	First Owner	600000
2557	Mahindra	117000	Diesel	Third Owner	649000
2558	Honda	90000	Diesel	First Owner	625000
2559	Chevrolet	70000	Petrol	First Owner	125000
2560	Chevrolet	230000	Diesel	Second Owner	305000
2561	Maruti	155000	Petrol	Second Owner	285000
2562	Tata	60000	Diesel	Second Owner	600000
2563	Mahindra	110000	Petrol	First Owner	426000
2564	Tata	120000	Diesel	First Owner	180000
2565	Hyundai	100000	Diesel	Second Owner	400000
2566	Chevrolet	40000	Petrol	Second Owner	120000
2567	Tata	110000	Diesel	Second Owner	300000
2568	Maruti	92500	Petrol	Second Owner	190000
2569	Maruti	20000	Petrol	First Owner	310000
2570	Renault	15000	Petrol	First Owner	380000
2571	Mahindra	14000	Diesel	First Owner	740000
2572	Datsun	35000	Petrol	First Owner	260000
2573	Maruti	32000	Petrol	Second Owner	320000
2574	Maruti	90000	CNG	First Owner	211000
2575	Maruti	35000	Petrol	First Owner	650000
2576	Maruti	32500	Diesel	Second Owner	651000
2577	Maruti	14000	Petrol	First Owner	380000
2578	Chevrolet	70000	Diesel	Third Owner	160000
2579	Hyundai	20000	Petrol	First Owner	1270000
2580	Maruti	300000	LPG	First Owner	300000
2581	Maruti	100000	Diesel	First Owner	405000
2582	Mahindra	64800	Diesel	First Owner	850000
2583	Mahindra	90000	Diesel	First Owner	680000
2584	Hyundai	80000	Petrol	First Owner	426999
2585	Hyundai	248000	Diesel	First Owner	525000
2586	Toyota	60000	Diesel	Second Owner	1019999
2587	Toyota	120000	Diesel	First Owner	245000
2588	Hyundai	120000	Diesel	First Owner	869999
2589	Maruti	66444	LPG	First Owner	160000
2590	Maruti	86000	Diesel	First Owner	700000
2591	Nissan	90000	Diesel	First Owner	300000
2592	Honda	218463	Petrol	First Owner	175000
2593	Toyota	153000	Diesel	First Owner	960000
2594	Mahindra	70000	Diesel	Second Owner	525000
2595	Hyundai	60000	Diesel	First Owner	345000
2596	Honda	50000	Petrol	First Owner	390000
2597	Datsun	20000	Petrol	First Owner	275000
2598	Chevrolet	35000	Petrol	First Owner	310000
2599	Hyundai	20000	Petrol	First Owner	500000
2600	Chevrolet	70000	Diesel	First Owner	200000
2601	Volkswagen	53000	Diesel	First Owner	650000
2602	Honda	60000	Diesel	First Owner	1031000
2603	Hyundai	70000	Petrol	First Owner	330000
2604	Hyundai	4000	Petrol	First Owner	399000
2605	Hyundai	103000	Petrol	First Owner	250000
2606	Hyundai	20000	Diesel	First Owner	600000
2607	Maruti	77000	Diesel	First Owner	375000
2608	Volkswagen	90000	Diesel	First Owner	375000
2609	Hyundai	87185	Diesel	Second Owner	445000
2610	Maruti	167000	Petrol	Second Owner	55000
2611	Hyundai	77000	Diesel	First Owner	611000
2612	Hyundai	110000	Diesel	Second Owner	459999
2613	Ford	120000	Diesel	Second Owner	275000
2614	Hyundai	170000	CNG	First Owner	185000
2615	Hyundai	100000	Diesel	Second Owner	390000
2616	Chevrolet	40000	Petrol	Second Owner	72000
2617	Tata	50000	Diesel	First Owner	90000
2618	Toyota	125000	Diesel	First Owner	500000
2619	Maruti	137000	CNG	First Owner	200000
2620	Mahindra	18000	Diesel	First Owner	1575000
2621	Hyundai	30000	Petrol	First Owner	511000
2622	Fiat	55000	Petrol	First Owner	150000
2623	Toyota	40000	Petrol	First Owner	1500000
2624	Maruti	80000	Petrol	Second Owner	185000
2625	Maruti	30000	Petrol	First Owner	550000
2626	Maruti	3564	Petrol	First Owner	325000
2627	Maruti	80000	Diesel	First Owner	525000
2628	Force	13000	Diesel	First Owner	1050000
2629	Tata	120000	Diesel	First Owner	300000
2630	Chevrolet	90000	Petrol	First Owner	120000
2631	Jaguar	9000	Diesel	First Owner	2625000
2632	Lexus	20000	Petrol	First Owner	5150000
2633	Jaguar	45000	Diesel	First Owner	3200000
2634	Tata	110000	Diesel	First Owner	503000
2635	Volvo	20000	Diesel	First Owner	3800000
2636	Toyota	68089	Petrol	First Owner	2000000
2637	Maruti	58343	Petrol	First Owner	225000
2638	Maruti	38817	Diesel	First Owner	740000
2639	Honda	56494	Petrol	First Owner	550000
2640	Toyota	79328	Diesel	Second Owner	750000
2641	Maruti	5621	Petrol	First Owner	650000
2642	Toyota	25538	Petrol	First Owner	625000
2643	Maruti	69779	Petrol	First Owner	600000
2644	Hyundai	56290	Diesel	First Owner	450000
2645	BMW	7500	Diesel	First Owner	5400000
2646	BMW	8500	Diesel	First Owner	5500000
2647	Honda	7032	Petrol	First Owner	779000
2648	Skoda	11000	Petrol	First Owner	645000
2649	Volvo	2000	Diesel	First Owner	2475000
2650	Hyundai	50000	Petrol	Third Owner	170000
2651	Tata	42000	Diesel	First Owner	320000
2652	Maruti	17000	Petrol	First Owner	350000
2653	Maruti	40000	Petrol	First Owner	500000
2654	Tata	137000	Diesel	Second Owner	135000
2655	Renault	20000	Petrol	First Owner	340000
2656	Hyundai	70000	Petrol	Second Owner	330000
2657	Maruti	48756	Petrol	Second Owner	350000
2658	Toyota	30000	Diesel	Second Owner	1850000
2659	Hyundai	110000	Diesel	First Owner	400000
2660	Ford	80322	Diesel	First Owner	325000
2661	Mahindra	35000	Diesel	First Owner	1000000
2662	Mahindra	110000	Diesel	First Owner	850000
2663	Maruti	70000	Diesel	Second Owner	350000
2664	Jaguar	9000	Diesel	First Owner	2625000
2665	Lexus	20000	Petrol	First Owner	5150000
2666	Jaguar	45000	Diesel	First Owner	3200000
2667	Tata	110000	Diesel	First Owner	503000
2668	Volvo	20000	Diesel	First Owner	3800000
2669	Toyota	68089	Petrol	First Owner	2000000
2670	Maruti	58343	Petrol	First Owner	225000
2671	Maruti	38817	Diesel	First Owner	740000
2672	Honda	56494	Petrol	First Owner	550000
2673	Toyota	79328	Diesel	Second Owner	750000
2674	Maruti	5621	Petrol	First Owner	650000
2675	Toyota	25538	Petrol	First Owner	625000
2676	Maruti	69779	Petrol	First Owner	600000
2677	Hyundai	56290	Diesel	First Owner	450000
2678	BMW	7500	Diesel	First Owner	5400000
2679	BMW	8500	Diesel	First Owner	5500000
2680	Honda	7032	Petrol	First Owner	779000
2681	Skoda	11000	Petrol	First Owner	645000
2682	Volvo	2000	Diesel	First Owner	2475000
2683	Toyota	90000	Diesel	First Owner	500000
2684	Honda	120000	Diesel	Second Owner	550000
2685	Tata	60000	Diesel	First Owner	925000
2686	Mahindra	97000	Diesel	Second Owner	509999
2687	Mahindra	100000	Diesel	Second Owner	250000
2688	Hyundai	36000	Petrol	First Owner	500000
2689	Hyundai	27000	Diesel	First Owner	1050000
2690	Maruti	50000	Diesel	First Owner	490000
2691	Maruti	15000	Petrol	First Owner	415000
2692	Maruti	60000	Petrol	Second Owner	190000
2693	Maruti	120000	Diesel	First Owner	680000
2694	Maruti	60000	Petrol	Second Owner	190000
2695	Mahindra	173000	Diesel	First Owner	479000
2696	Maruti	60000	Petrol	Second Owner	270000
2697	Hyundai	70000	Petrol	Third Owner	170000
2698	Maruti	25000	Petrol	First Owner	764000
2699	Mahindra	30000	Diesel	First Owner	710000
2700	Maruti	35000	Petrol	First Owner	310000
2701	Mahindra	100000	Diesel	Second Owner	620000
2702	Hyundai	31000	Petrol	Second Owner	280000
2703	Toyota	80000	Diesel	Second Owner	1500000
2704	Hyundai	40000	Petrol	First Owner	450000
2705	Mercedes-Benz	10000	Diesel	Second Owner	2199000
2706	Mercedes-Benz	50000	Diesel	First Owner	3600000
2707	Ford	60000	Petrol	Second Owner	285000
2708	Toyota	210000	Diesel	Second Owner	465000
2709	BMW	60000	Diesel	Second Owner	1100000
2710	Volkswagen	110000	Diesel	Second Owner	350000
2711	Maruti	35000	Petrol	First Owner	600000
2712	Maruti	35000	Petrol	First Owner	570000
2713	Maruti	20000	Petrol	First Owner	325000
2714	Mahindra	54000	Diesel	First Owner	975000
2715	Hyundai	60000	Petrol	First Owner	480000
2716	Maruti	10300	Petrol	First Owner	185000
2717	Hyundai	50000	Diesel	First Owner	1050000
2718	Maruti	3000	Petrol	First Owner	760000
2719	Volkswagen	5000	Petrol	First Owner	570000
2720	Ford	145000	Petrol	First Owner	130000
2721	Maruti	13000	Petrol	First Owner	700000
2722	Ford	30000	Petrol	First Owner	775000
2723	BMW	60000	Diesel	Second Owner	750000
2724	Chevrolet	100000	Petrol	Second Owner	140000
2725	Maruti	40000	Petrol	First Owner	220000
2726	Hyundai	15000	Petrol	First Owner	184000
2727	Toyota	275000	Diesel	Fourth & Above Owner	210000
2728	Hyundai	50000	Petrol	Second Owner	440000
2729	Hyundai	80000	Diesel	First Owner	650000
2730	Mahindra	50000	Diesel	First Owner	660000
2731	Maruti	30000	CNG	First Owner	380000
2732	Toyota	125000	Diesel	Second Owner	415000
2733	Hyundai	110000	Petrol	First Owner	225000
2734	Maruti	30000	Diesel	Second Owner	600000
